Test,tenure,Monthly Charges,Total Charges Residues,Total Charges
real data,20,105.85,535.68,2239.65
real data,7,75.45,-115.64,480.75
real data,7,93.85,39.21,635.60
real data,22,100.75,220.63,2095.00
real data,3,31.00,-160.55,95.05
real data,51,80.00,-102.78,4242.35
real data,5,70.25,-94.09,331.90
real data,62,100.15,1000.99,6283.30
real data,28,94.50,273.84,2659.40
real data,10,33.90,-553.54,298.45
real data,69,89.95,264.45,6143.15
real data,12,84.45,37.17,1059.55
real data,27,79.50,-119.81,2180.55
real data,1,89.15,3.95,89.15
real data,14,74.95,-156.03,1036.75
real data,32,74.40,-449.40,2276.95
real data,3,55.30,-59.45,196.15
real data,22,55.15,-668.32,1206.05
real data,16,84.95,15.07,1378.25
real data,5,43.25,-206.99,219.00
real data,23,48.35,-892.42,1067.15
real data,1,79.55,-5.65,79.55
real data,50,71.05,-815.08,3444.85
real data,1,84.50,-0.70,84.50
real data,71,108.60,1641.80,7690.90
real data,46,30.30,-2539.03,1380.10
real data,2,30.40,-91.75,78.65
real data,1,45.40,-39.80,45.40
real data,32,84.15,-140.40,2585.95
real data,3,19.75,-196.75,58.85
real data,5,85.40,-0.09,425.90
real data,49,75.20,-496.43,3678.30
real data,17,55.85,-510.88,937.50
real data,23,106.40,523.93,2483.50
real data,6,84.40,45.16,556.35
real data,6,56.25,-122.09,389.10
real data,2,85.55,17.05,187.45
real data,4,68.65,-79.54,261.25
real data,4,77.85,-41.59,299.20
real data,3,105.35,67.65,323.25
real data,8,87.05,80.51,762.10
real data,1,53.50,-31.70,53.50
real data,1,25.10,-60.10,25.10
real data,30,79.65,-190.81,2365.15
real data,5,54.20,-117.74,308.25
real data,1,19.45,-65.75,19.45
real data,72,103.40,1238.35,7372.65
real data,13,84.45,-48.98,1058.60
real data,32,85.95,-97.75,2628.60
real data,16,59.40,-339.28,1023.90
real data,29,30.60,-1614.41,856.35
real data,38,99.55,496.71,3734.25
real data,17,70.00,-303.88,1144.50
real data,1,45.30,-39.90,45.30
real data,2,29.85,-94.80,75.60
real data,2,95.10,9.85,180.25
real data,1,19.80,-65.40,19.80
real data,4,76.65,-7.19,333.60
real data,5,99.15,39.06,465.05
real data,9,44.95,-335.79,431.00
real data,18,49.55,-655.22,878.35
real data,25,95.90,318.79,2448.75
real data,17,81.50,-119.18,1329.20
real data,52,84.10,-81.67,4348.65
real data,3,36.45,-161.90,93.70
real data,1,25.05,-60.15,25.05
real data,8,49.85,-316.04,365.55
real data,43,55.55,-1321.34,2342.20
real data,22,69.50,-376.17,1498.20
real data,54,104.30,677.43,5278.15
real data,1,93.85,8.65,93.85
real data,1,50.45,-34.75,50.45
real data,7,74.65,-75.29,521.10
real data,12,94.20,23.72,1046.10
real data,54,106.55,1162.58,5763.30
real data,1,20.10,-65.10,20.10
real data,23,83.80,-59.32,1900.25
real data,3,55.15,-96.45,159.15
real data,10,86.65,4.66,856.65
real data,37,106.75,904.40,4056.75
real data,31,78.45,-206.01,2435.15
real data,34,87.45,-22.60,2874.15
real data,29,70.75,-495.96,1974.80
real data,12,101.35,196.17,1218.55
real data,1,81.70,-3.50,81.70
real data,33,68.25,-640.40,2171.15
real data,4,79.15,-23.54,317.25
real data,35,95.45,492.10,3474.05
real data,19,100.95,256.78,1875.55
real data,1,69.10,-16.10,69.10
real data,1,69.60,-15.60,69.60
real data,31,103.45,425.29,3066.45
real data,4,77.95,-35.24,305.55
real data,1,78.45,-6.75,78.45
real data,10,29.50,-596.74,255.25
real data,2,70.75,-23.50,146.90
real data,9,84.45,-4.29,762.50
real data,4,85.65,-1.89,338.90
real data,38,70.15,-740.19,2497.35
real data,51,97.80,568.17,4913.30
real data,1,46.30,-38.90,46.30
real data,41,106.30,950.31,4443.45
real data,12,89.40,73.27,1095.65
real data,5,83.15,20.06,446.05
real data,10,74.15,-40.19,811.80
real data,11,99.50,119.77,1056.95
real data,1,44.15,-41.05,44.15
real data,16,53.90,-529.03,834.15
real data,1,85.45,0.25,85.45
real data,4,50.85,-101.24,239.55
real data,1,59.20,-26.00,59.20
real data,13,83.20,-46.98,1060.60
real data,1,54.90,-30.30,54.90
real data,21,103.90,465.03,2254.20
real data,11,19.25,-756.88,180.30
real data,2,75.45,-12.00,158.40
real data,2,54.85,-66.20,104.20
real data,1,95.10,9.90,95.10
real data,6,75.50,-73.19,438.00
real data,4,73.75,-15.34,325.45
real data,12,96.05,125.72,1148.10
real data,4,88.95,14.41,355.20
real data,4,50.70,-189.49,151.30
real data,3,53.40,-66.90,188.70
real data,53,101.90,1033.88,5549.40
real data,68,83.00,-107.70,5685.80
real data,1,50.60,-34.60,50.60
real data,10,89.50,11.11,863.10
real data,1,69.80,-15.40,69.80
real data,51,93.80,405.82,4750.95
real data,24,101.05,347.03,2391.80
real data,18,94.70,154.38,1687.95
real data,72,104.15,1555.65,7689.95
real data,4,61.45,-111.24,229.55
real data,1,90.55,5.35,90.55
real data,26,88.80,59.19,2274.35
real data,7,85.20,6.16,602.55
real data,5,91.40,23.76,449.75
real data,42,106.15,934.36,4512.70
real data,4,45.30,-143.84,196.95
real data,2,73.25,-39.35,131.05
real data,8,51.05,-266.54,415.05
real data,9,85.35,-12.14,754.65
real data,1,75.35,-9.85,75.35
real data,43,75.20,-464.94,3198.60
real data,1,20.90,-64.30,20.90
real data,3,43.30,-131.95,123.65
real data,70,109.50,1570.75,7534.65
real data,11,84.80,-30.33,906.85
real data,50,95.05,628.77,4888.70
real data,5,50.35,-188.74,237.25
real data,1,74.60,-10.60,74.60
real data,16,19.70,-1020.78,342.40
real data,15,59.45,-385.33,892.65
real data,46,105.20,903.72,4822.85
real data,8,45.15,-243.19,438.40
real data,31,93.80,378.34,3019.50
real data,32,96.20,457.05,3183.40
real data,1,79.60,-5.60,79.60
real data,20,85.25,30.53,1734.50
real data,26,80.50,-126.36,2088.80
real data,5,89.80,76.61,502.60
real data,1,50.75,-34.45,50.75
real data,14,89.65,15.57,1208.35
real data,36,65.40,-568.75,2498.40
real data,9,72.90,-115.39,651.40
real data,5,40.00,-202.54,223.45
real data,9,99.45,152.61,919.40
real data,2,86.25,11.25,181.65
real data,1,45.65,-39.55,45.65
real data,8,70.10,-130.24,551.35
real data,2,70.20,-54.45,115.95
real data,3,55.35,-90.40,165.20
real data,51,84.20,-199.08,4146.05
real data,2,45.85,-89.40,81.00
real data,39,75.25,-305.09,3017.65
real data,12,100.15,141.92,1164.30
real data,26,105.75,495.09,2710.25
real data,18,48.35,-722.87,810.70
real data,2,24.40,-133.85,36.55
real data,4,20.95,-255.29,85.50
real data,1,49.55,-35.65,49.55
real data,9,20.25,-588.29,178.50
real data,2,50.15,-55.30,115.10
real data,29,95.90,274.44,2745.20
real data,1,25.25,-59.95,25.25
real data,9,45.15,-350.34,416.45
real data,50,84.40,-143.78,4116.15
real data,1,75.10,-10.10,75.10
real data,54,70.15,-885.07,3715.65
real data,42,101.75,695.11,4273.45
real data,1,45.80,-39.40,45.80
real data,1,20.10,-65.10,20.10
real data,9,40.65,-437.84,328.95
real data,46,101.00,760.92,4680.05
real data,1,69.10,-16.10,69.10
real data,13,75.00,-108.13,999.45
real data,19,100.00,269.88,1888.65
real data,1,71.15,-14.05,71.15
real data,24,54.15,-804.52,1240.25
real data,67,108.75,1447.90,7156.20
real data,6,49.15,-240.39,270.80
real data,20,19.40,-1329.47,374.50
real data,20,79.15,-183.07,1520.90
real data,46,80.40,-313.93,3605.20
real data,11,102.00,208.17,1145.35
real data,2,20.65,-131.70,38.70
real data,1,70.80,-14.40,70.80
real data,16,89.05,85.42,1448.60
real data,3,96.60,36.30,291.90
real data,57,104.50,1065.03,5921.35
real data,5,50.60,-176.04,249.95
real data,4,49.35,-121.14,219.65
real data,7,94.25,72.61,669.00
real data,1,68.95,-16.25,68.95
real data,2,93.85,26.35,196.75
real data,4,76.05,-21.89,318.90
real data,1,24.45,-60.75,24.45
real data,7,89.35,35.46,631.85
real data,4,80.35,-33.39,307.40
real data,1,55.80,-29.40,55.80
real data,1,79.05,-6.15,79.05
real data,1,95.00,9.80,95.00
real data,1,25.20,-60.00,25.20
real data,41,98.40,694.61,4187.75
real data,66,79.40,-468.50,5154.60
real data,35,101.40,514.35,3496.30
real data,10,89.80,62.31,914.30
real data,54,109.75,1509.48,6110.20
real data,2,19.30,-142.10,28.30
real data,26,91.25,136.64,2351.80
real data,15,49.10,-598.43,679.55
real data,31,65.25,-646.86,1994.30
real data,18,85.45,-27.72,1505.85
real data,61,94.10,441.19,5638.30
real data,1,71.65,-13.55,71.65
real data,24,104.65,497.68,2542.45
real data,3,74.25,-45.30,210.30
real data,1,74.20,-11.00,74.20
real data,43,101.00,724.86,4388.40
real data,4,100.20,79.41,420.20
real data,25,89.05,47.49,2177.45
real data,57,70.10,-943.02,3913.30
real data,4,105.65,103.11,443.90
real data,36,96.50,368.95,3436.10
real data,1,70.85,-14.35,70.85
real data,35,85.95,128.15,3110.10
real data,4,73.90,-59.94,280.85
real data,58,109.45,1203.03,6144.55
real data,30,100.20,427.84,2983.80
real data,21,74.05,-223.47,1565.70
real data,3,101.55,42.75,298.35
real data,41,111.95,1041.76,4534.90
real data,21,55.95,-632.12,1157.05
real data,1,45.75,-39.45,45.75
real data,11,74.95,-121.68,815.50
real data,1,80.15,-5.05,80.15
real data,72,109.25,1975.50,8109.80
real data,3,35.20,-146.65,108.95
real data,1,78.80,-6.40,78.80
real data,47,106.40,1123.62,5127.95
real data,18,49.40,-658.77,874.80
real data,1,69.10,-16.10,69.10
real data,20,90.20,72.58,1776.55
real data,6,93.55,25.21,536.40
real data,1,80.85,-4.35,80.85
real data,48,82.05,-59.58,4029.95
real data,3,20.55,-204.45,51.15
real data,2,78.55,-20.85,149.55
real data,1,78.65,-6.55,78.65
real data,1,42.90,-42.30,42.90
real data,3,34.25,-116.25,139.35
real data,9,58.50,-226.94,539.85
real data,49,96.20,543.52,4718.25
real data,6,74.40,-77.09,434.10
real data,6,105.30,34.01,545.20
real data,16,73.85,-78.98,1284.20
real data,7,84.55,50.46,646.85
real data,25,24.75,-1437.86,692.10
real data,20,85.80,23.53,1727.50
real data,4,24.45,-254.19,86.60
real data,28,105.70,593.94,2979.50
real data,1,24.25,-60.95,24.25
real data,11,76.50,-99.23,837.95
real data,4,93.50,21.41,362.20
real data,54,101.50,772.38,5373.10
real data,28,74.90,-317.01,2068.55
real data,2,69.60,-38.75,131.65
real data,1,24.05,-61.15,24.05
real data,1,50.55,-34.65,50.55
real data,14,100.55,222.77,1415.55
real data,1,20.50,-64.70,20.50
real data,4,74.80,-18.89,321.90
real data,20,24.45,-1221.17,482.80
real data,14,71.00,-278.78,914.00
real data,30,40.30,-1383.01,1172.95
real data,3,50.60,-100.25,155.35
real data,40,84.85,-104.89,3303.05
real data,2,65.70,-36.05,134.35
real data,1,70.50,-14.70,70.50
real data,10,94.85,101.46,953.45
real data,1,19.75,-65.45,19.75
real data,14,65.45,-255.18,937.60
real data,58,98.70,871.08,5812.60
real data,22,67.50,-330.32,1544.05
real data,1,69.60,-15.60,69.60
real data,49,84.35,-115.38,4059.35
real data,68,100.20,1058.15,6851.65
real data,1,78.05,-7.15,78.05
real data,7,73.60,-76.39,520.00
real data,9,74.75,-60.19,706.60
real data,1,20.20,-65.00,20.20
real data,24,93.55,219.28,2264.05
real data,2,25.05,-114.05,56.35
real data,27,95.55,209.84,2510.20
real data,57,39.30,-2744.87,2111.45
real data,1,20.25,-64.95,20.25
real data,13,23.90,-806.78,300.80
real data,1,85.45,0.25,85.45
real data,63,99.90,769.49,6137.00
real data,25,84.80,-86.51,2043.45
real data,35,75.20,-405.75,2576.20
real data,71,49.35,-2533.85,3515.25
real data,6,74.90,-41.39,469.80
real data,15,101.25,179.27,1457.25
real data,9,18.95,-581.19,185.60
real data,37,28.60,-2178.80,973.55
real data,2,24.35,-128.55,41.85
real data,29,98.65,391.99,2862.75
real data,5,79.90,-82.04,343.95
real data,28,103.30,505.09,2890.65
real data,11,96.20,284.87,1222.05
real data,55,104.15,1057.13,5743.05
real data,24,102.95,451.93,2496.70
real data,1,90.60,5.40,90.60
real data,6,50.80,-223.14,288.05
real data,4,90.05,27.31,368.10
real data,3,75.85,1.00,256.60
real data,1,68.50,-16.70,68.50
real data,11,73.50,-145.43,791.75
real data,1,69.95,-15.25,69.95
real data,5,70.05,-79.59,346.40
real data,8,94.00,92.06,773.65
real data,22,61.15,-452.32,1422.05
real data,29,84.45,-3.66,2467.10
real data,13,75.30,-118.13,989.45
real data,43,109.55,1166.71,4830.25
real data,3,19.60,-195.85,59.75
real data,2,66.40,-75.85,94.55
real data,66,100.05,1248.80,6871.90
real data,62,102.00,1246.94,6529.25
real data,17,90.20,5.77,1454.15
real data,56,25.15,-3443.97,1327.15
real data,31,79.85,-237.01,2404.15
real data,2,49.60,-55.70,114.70
real data,66,105.95,1352.15,6975.25
real data,3,91.85,1.45,257.05
real data,1,40.10,-45.10,40.10
real data,31,73.90,-424.01,2217.15
real data,14,89.80,-63.68,1129.10
real data,35,72.25,-413.40,2568.55
real data,37,96.55,427.95,3580.30
real data,7,40.10,-303.09,293.30
real data,24,101.25,395.38,2440.15
real data,1,79.55,-5.65,79.55
real data,32,84.05,55.50,2781.85
real data,1,89.10,3.90,89.10
real data,17,94.40,158.82,1607.20
real data,19,78.25,-127.82,1490.95
real data,2,44.15,-77.75,92.65
real data,8,75.75,-75.34,606.25
real data,1,19.10,-66.10,19.10
real data,1,80.30,-4.90,80.30
real data,1,74.90,-10.30,74.90
real data,9,80.85,-15.14,751.65
real data,3,24.75,-188.65,66.95
real data,49,90.85,341.12,4515.85
real data,2,79.70,-5.40,165.00
real data,55,57.55,-1639.52,3046.40
real data,21,86.50,19.53,1808.70
real data,69,103.95,1568.20,7446.90
real data,1,25.10,-60.10,25.10
real data,39,48.95,-1441.89,1880.85
real data,6,83.55,-33.64,477.55
real data,17,89.15,48.52,1496.90
real data,1,70.45,-14.75,70.45
real data,58,60.30,-1377.72,3563.80
real data,1,24.75,-60.45,24.75
real data,19,103.30,393.93,2012.70
real data,3,78.50,-13.55,242.05
real data,3,19.85,-191.85,63.75
real data,3,79.90,5.30,260.90
real data,30,99.70,411.39,2967.35
real data,15,58.60,-338.28,939.70
real data,10,98.50,185.76,1037.75
real data,1,50.45,-34.75,50.45
real data,38,94.65,386.76,3624.30
real data,1,100.25,15.05,100.25
real data,16,88.45,58.92,1422.10
real data,1,69.85,-15.35,69.85
real data,12,81.70,-163.78,858.60
real data,4,79.90,-16.49,324.30
real data,15,25.40,-878.38,399.60
real data,41,83.75,-219.59,3273.55
real data,1,20.90,-64.30,20.90
real data,1,69.40,-15.80,69.40
real data,7,74.90,-55.24,541.15
real data,42,74.15,-348.94,3229.40
real data,1,70.10,-15.10,70.10
real data,12,78.30,-113.13,909.25
real data,55,96.80,598.03,5283.95
real data,17,94.40,169.12,1617.50
real data,1,84.30,-0.90,84.30
real data,72,92.45,305.95,6440.25
real data,11,99.55,194.02,1131.20
real data,8,81.25,-95.64,585.95
real data,1,19.95,-65.25,19.95
real data,23,99.25,226.83,2186.40
real data,39,80.45,-121.19,3201.55
real data,9,79.35,-105.54,661.25
real data,15,79.75,-166.13,1111.85
real data,30,100.05,490.19,3046.15
real data,1,69.35,-15.85,69.35
real data,3,85.80,16.60,272.20
real data,67,79.70,-414.90,5293.40
real data,1,50.55,-34.65,50.55
real data,1,80.55,-4.65,80.55
real data,12,84.50,-105.48,916.90
real data,22,84.30,-18.72,1855.65
real data,2,67.75,-53.75,116.65
real data,27,85.25,-13.11,2287.25
real data,10,80.05,-21.29,830.70
real data,1,20.00,-65.20,20.00
real data,22,48.80,-819.77,1054.60
real data,1,85.05,-0.15,85.05
real data,21,102.80,320.98,2110.15
real data,6,99.95,36.46,547.65
real data,72,117.80,2550.50,8684.80
real data,54,79.50,-230.47,4370.25
real data,3,79.65,-3.85,251.75
real data,8,94.70,58.71,740.30
real data,5,92.50,26.71,452.70
real data,1,19.45,-65.75,19.45
real data,2,75.55,-4.10,166.30
real data,1,70.00,-15.20,70.00
real data,65,74.80,-717.76,4820.15
real data,33,104.40,598.05,3409.60
real data,15,86.20,-7.78,1270.20
real data,30,51.20,-994.46,1561.50
real data,2,19.50,-138.85,31.55
real data,4,74.90,-19.04,321.75
real data,2,74.90,-23.25,147.15
real data,25,100.25,257.79,2387.75
real data,25,102.80,530.24,2660.20
real data,43,100.00,548.01,4211.55
real data,10,99.85,138.91,990.90
real data,2,94.20,23.40,193.80
real data,9,83.85,23.36,790.15
real data,27,88.30,167.39,2467.75
real data,69,104.05,1383.30,7262.00
real data,22,94.70,40.53,1914.90
real data,56,100.65,916.93,5688.05
real data,66,80.55,-358.00,5265.10
real data,24,78.85,-272.52,1772.25
real data,1,44.45,-40.75,44.45
real data,36,84.90,0.05,3067.20
real data,1,20.25,-64.95,20.25
real data,1,74.35,-10.85,74.35
real data,1,62.05,-23.15,62.05
real data,39,80.00,-139.79,3182.95
real data,5,104.10,115.91,541.90
real data,24,39.10,-1073.47,971.30
real data,2,76.50,-7.95,162.45
real data,5,49.20,-209.09,216.90
real data,11,23.15,-691.98,245.20
real data,4,80.85,-38.04,302.75
real data,1,60.10,-25.10,60.10
real data,1,78.95,-6.25,78.95
real data,2,45.15,-71.90,98.50
real data,3,79.40,-10.95,244.65
real data,44,53.95,-1373.34,2375.40
real data,24,99.30,386.58,2431.35
real data,18,80.65,-81.67,1451.90
real data,1,71.10,-14.10,71.10
real data,65,106.25,1441.89,6979.80
real data,53,20.80,-3493.72,1021.80
real data,1,94.00,8.80,94.00
real data,15,89.85,146.97,1424.95
real data,4,46.00,-147.19,193.60
real data,9,66.25,-146.24,620.55
real data,22,90.00,119.43,1993.80
real data,38,70.45,-639.94,2597.60
real data,53,19.75,-3463.17,1052.35
real data,1,53.95,-31.25,53.95
real data,8,105.50,147.96,829.55
real data,16,81.00,-51.03,1312.15
real data,1,69.80,-15.40,69.80
real data,7,73.75,-51.24,545.15
real data,9,54.55,-272.74,494.05
real data,37,76.25,-310.80,2841.55
real data,5,93.90,60.86,486.85
real data,3,70.40,-50.90,204.70
real data,31,91.15,354.29,2995.45
real data,2,70.95,-32.45,137.95
real data,37,99.50,609.65,3762.00
real data,38,83.90,-3.94,3233.60
real data,48,117.45,1349.37,5438.90
real data,10,104.40,229.46,1081.45
real data,8,29.40,-459.69,221.90
real data,2,44.65,-95.50,74.90
real data,3,25.25,-196.70,58.90
real data,4,84.05,-7.24,333.55
real data,37,85.70,18.80,3171.15
real data,1,74.70,-10.50,74.70
real data,5,90.80,29.51,455.50
real data,28,106.15,766.94,3152.50
real data,30,85.35,-25.56,2530.40
real data,36,90.85,119.55,3186.70
real data,1,35.75,-49.45,35.75
real data,4,46.00,-159.19,181.60
real data,17,89.40,91.07,1539.45
real data,3,19.80,-197.45,58.15
real data,4,50.90,-115.19,225.60
real data,4,81.00,0.06,340.85
real data,26,98.35,300.14,2515.30
real data,5,51.00,-120.04,305.95
real data,4,91.65,24.61,365.40
real data,1,90.85,5.65,90.85
real data,1,69.40,-15.80,69.40
real data,8,94.45,61.36,742.95
real data,1,20.15,-65.05,20.15
real data,50,95.70,556.77,4816.70
real data,26,74.95,-380.21,1834.95
real data,6,47.95,-206.09,305.10
real data,3,63.60,-99.95,155.65
real data,3,36.85,-146.90,108.70
real data,1,44.10,-41.10,44.10
real data,14,50.75,-480.03,712.75
real data,61,104.40,1207.89,6405.00
real data,40,39.30,-1770.54,1637.40
real data,58,106.45,1204.33,6145.85
real data,18,96.05,207.13,1740.70
real data,7,75.10,-43.44,552.95
real data,2,44.70,-76.70,93.70
real data,19,55.00,-572.27,1046.50
real data,11,74.35,-102.98,834.20
real data,39,104.70,812.11,4134.85
real data,15,55.70,-378.18,899.80
real data,5,19.85,-317.94,108.05
real data,1,70.30,-14.90,70.30
real data,10,85.55,-0.24,851.75
real data,6,94.50,64.26,575.45
real data,16,85.35,11.97,1375.15
real data,2,79.65,-17.70,152.70
real data,2,79.60,24.65,195.05
