Data,X1,X2,X3,X4,X5,X6,X7,X8,Outcome
Real,-0.03,-1.00,-0.03,-1.00,0.45,0.89,0.45,0.89,0
Real,0.86,-0.51,0.86,-0.51,-0.38,-0.93,-0.38,-0.93,0
Real,0.54,-0.84,0.54,-0.84,-0.84,0.54,-0.84,0.54,0
Real,1.64,1.15,1.64,1.15,1.84,0.77,1.84,0.77,1
Real,-0.61,0.79,-0.61,0.79,-0.99,-0.17,-0.99,-0.17,0
Real,-0.78,0.63,-0.78,0.63,-0.66,-0.75,-0.66,-0.75,0
Real,0.24,-0.97,0.24,-0.97,0.90,0.43,0.90,0.43,0
Real,0.50,1.94,0.50,1.94,-1.43,-1.40,-1.43,-1.40,1
Real,1.89,-0.64,1.89,-0.64,0.46,-1.95,0.46,-1.95,1
Real,-0.28,-0.96,-0.28,-0.96,-0.99,0.11,-0.99,0.11,0
Real,-0.88,0.47,-0.88,0.47,-0.13,0.99,-0.13,0.99,0
Real,-1.86,-0.74,-1.86,-0.74,-1.76,-0.96,-1.76,-0.96,1
Real,0.85,0.53,0.85,0.53,0.88,0.48,0.88,0.48,0
Real,0.64,-0.77,0.64,-0.77,0.49,0.87,0.49,0.87,0
Real,-0.48,0.88,-0.48,0.88,0.38,-0.92,0.38,-0.92,0
Real,-0.51,-0.86,-0.51,-0.86,-0.67,-0.74,-0.67,-0.74,0
Real,-0.88,-0.47,-0.88,-0.47,-0.48,0.88,-0.48,0.88,0
Real,0.25,0.97,0.25,0.97,0.99,0.14,0.99,0.14,0
Real,0.98,0.19,0.98,0.19,-0.93,0.37,-0.93,0.37,0
Real,-0.02,-1.00,-0.02,-1.00,0.95,-0.32,0.95,-0.32,0
Real,-0.98,0.21,-0.98,0.21,0.49,-0.87,0.49,-0.87,0
Real,-0.89,0.46,-0.89,0.46,-0.27,-0.96,-0.27,-0.96,0
Real,-1.42,1.41,-1.42,1.41,-1.85,0.76,-1.85,0.76,1
Real,0.72,0.70,0.72,0.70,0.99,-0.11,0.99,-0.11,0
Real,0.84,1.82,0.84,1.82,-1.56,-1.25,-1.56,-1.25,1
Real,0.24,-1.99,0.24,-1.99,0.58,1.91,0.58,1.91,1
Real,0.49,0.87,0.49,0.87,0.38,-0.93,0.38,-0.93,0
Real,0.69,-1.88,0.69,-1.88,-1.93,-0.52,-1.93,-0.52,1
Real,-0.99,-0.15,-0.99,-0.15,-0.19,-0.98,-0.19,-0.98,0
Real,-0.30,0.95,-0.30,0.95,-0.46,0.89,-0.46,0.89,0
Real,0.66,-0.75,0.66,-0.75,0.46,-0.89,0.46,-0.89,0
Real,-0.85,-1.81,-0.85,-1.81,2.00,-0.01,2.00,-0.01,1
Real,0.55,1.92,0.55,1.92,0.83,1.82,0.83,1.82,1
Real,0.39,0.92,0.39,0.92,-0.99,-0.11,-0.99,-0.11,0
Real,-0.95,0.32,-0.95,0.32,-1.00,0.09,-1.00,0.09,0
Real,-0.60,-0.80,-0.60,-0.80,-0.87,-0.50,-0.87,-0.50,0
Real,0.72,0.70,0.72,0.70,0.59,0.80,0.59,0.80,0
Real,-1.88,-0.69,-1.88,-0.69,0.13,-2.00,0.13,-2.00,1
Real,1.95,-0.44,1.95,-0.44,1.51,1.32,1.51,1.32,1
Real,0.71,0.70,0.71,0.70,0.92,-0.39,0.92,-0.39,0
Real,-0.77,-0.64,-0.77,-0.64,-0.68,0.73,-0.68,0.73,0
Real,-0.61,0.79,-0.61,0.79,0.98,0.22,0.98,0.22,0
Real,-0.23,0.97,-0.23,0.97,-0.98,-0.18,-0.98,-0.18,0
Real,1.52,1.30,1.52,1.30,-1.02,-1.72,-1.02,-1.72,1
Real,1.84,-0.78,1.84,-0.78,-1.94,-0.49,-1.94,-0.49,1
Real,-0.50,1.94,-0.50,1.94,-1.75,-0.96,-1.75,-0.96,1
Real,0.73,1.86,0.73,1.86,1.24,-1.57,1.24,-1.57,1
Real,2.00,-0.12,2.00,-0.12,-1.93,0.51,-1.93,0.51,1
Real,-0.74,0.67,-0.74,0.67,0.94,-0.33,0.94,-0.33,0
Real,0.74,-0.67,0.74,-0.67,0.07,1.00,0.07,1.00,0
Real,-1.87,-0.70,-1.87,-0.70,0.71,1.87,0.71,1.87,1
Real,0.83,-0.56,0.83,-0.56,-0.38,0.92,-0.38,0.92,0
Real,1.37,-1.46,1.37,-1.46,-2.00,0.09,-2.00,0.09,1
Real,1.92,0.55,1.92,0.55,1.94,0.48,1.94,0.48,1
Real,1.70,-1.06,1.70,-1.06,-1.65,1.13,-1.65,1.13,1
Real,0.96,0.27,0.96,0.27,0.97,-0.23,0.97,-0.23,0
Real,0.53,0.85,0.53,0.85,0.72,0.70,0.72,0.70,0
Real,-0.95,-0.31,-0.95,-0.31,-0.68,-0.74,-0.68,-0.74,0
Real,0.83,-0.55,0.83,-0.55,-0.48,0.88,-0.48,0.88,0
Real,-0.95,-0.32,-0.95,-0.32,-0.25,-0.97,-0.25,-0.97,0
Real,-0.01,-1.00,-0.01,-1.00,-0.47,0.88,-0.47,0.88,0
Real,0.29,-0.96,0.29,-0.96,0.20,-0.98,0.20,-0.98,0
VG_copula,1.65,0.59,1.65,0.59,0.76,0.86,0.76,0.86,1.00
VG_copula,0.28,0.89,0.28,0.89,-0.14,1.70,-0.14,1.70,1.00
VG_copula,-1.41,0.62,-1.41,0.62,0.71,0.95,0.71,0.95,0.00
VG_copula,0.72,0.43,0.72,0.43,-0.68,0.87,-0.68,0.87,0.00
VG_copula,0.78,-1.98,0.78,-1.98,0.39,0.94,0.39,0.94,1.00
VG_copula,0.69,0.17,0.69,0.17,0.31,-0.54,0.31,-0.54,0.00
VG_copula,0.61,0.19,0.61,0.19,0.99,-0.86,0.99,-0.86,1.00
VG_copula,-0.99,-0.92,-0.99,-0.92,1.68,0.93,1.68,0.93,1.00
VG_copula,0.88,0.19,0.88,0.19,-0.55,1.78,-0.55,1.78,1.00
VG_copula,-0.37,-0.94,-0.37,-0.94,0.70,0.45,0.70,0.45,1.00
VG_copula,0.40,-0.21,0.40,-0.21,-1.50,-0.96,-1.50,-0.96,1.00
VG_copula,-0.49,0.99,-0.49,0.99,0.52,-1.73,0.52,-1.73,1.00
VG_copula,0.97,-0.52,0.97,-0.52,-0.09,0.21,-0.09,0.21,0.00
VG_copula,0.99,1.41,0.99,1.41,-0.54,-0.81,-0.54,-0.81,1.00
VG_copula,-0.16,-0.96,-0.16,-0.96,0.65,-0.68,0.65,-0.68,0.00
VG_copula,0.70,0.59,0.70,0.59,-0.97,-1.00,-0.97,-1.00,0.00
VG_copula,-0.72,-0.28,-0.72,-0.28,1.64,0.87,1.64,0.87,1.00
VG_copula,2.00,1.90,2.00,1.90,1.00,-0.98,1.00,-0.98,0.00
VG_copula,-0.71,-1.93,-0.71,-1.93,-0.87,0.07,-0.87,0.07,1.00
VG_copula,-0.15,0.90,-0.15,0.90,-0.05,-1.12,-0.05,-1.12,0.00
VG_copula,0.64,-0.97,0.64,-0.97,-1.93,-0.18,-1.93,-0.18,1.00
VG_copula,-0.52,0.94,-0.52,0.94,0.38,1.88,0.38,1.88,0.00
VG_copula,-0.09,-1.55,-0.09,-1.55,1.64,0.37,1.64,0.37,0.00
VG_copula,-0.17,0.97,-0.17,0.97,0.99,0.87,0.99,0.87,0.00
VG_copula,-0.51,-1.43,-0.51,-1.43,-1.66,1.62,-1.66,1.62,0.00
VG_copula,0.45,-0.96,0.45,-0.96,-0.71,-0.82,-0.71,-0.82,0.00
VG_copula,-0.75,-0.99,-0.75,-0.99,-0.99,-0.87,-0.99,-0.87,0.00
VG_copula,0.97,0.52,0.97,0.52,-0.84,-0.22,-0.84,-0.22,1.00
VG_copula,-0.71,-1.97,-0.71,-1.97,-1.65,-0.36,-1.65,-0.36,0.00
VG_copula,1.95,0.71,1.95,0.71,0.60,0.81,0.60,0.81,1.00
VG_copula,1.08,-0.38,1.08,-0.38,0.82,0.76,0.82,0.76,1.00
VG_copula,-0.09,-1.98,-0.09,-1.98,-0.82,1.33,-0.82,1.33,0.00
VG_copula,-0.60,-1.96,-0.60,-1.96,0.13,0.96,0.13,0.96,0.00
VG_copula,0.22,1.17,0.22,1.17,-1.38,0.76,-1.38,0.76,0.00
VG_copula,-2.00,-0.92,-2.00,-0.92,-1.75,0.73,-1.75,0.73,0.00
VG_copula,1.08,0.85,1.08,0.85,-1.37,0.56,-1.37,0.56,1.00
VG_copula,0.54,-1.58,0.54,-1.58,-1.75,-0.33,-1.75,-0.33,1.00
VG_copula,0.36,1.07,0.36,1.07,-0.48,-1.81,-0.48,-1.81,0.00
VG_copula,-0.17,-0.66,-0.17,-0.66,-0.12,-0.03,-0.12,-0.03,0.00
VG_copula,1.88,-0.39,1.88,-0.39,-1.75,0.77,-1.75,0.77,1.00
VG_copula,1.01,-1.76,1.01,-1.76,2.00,0.99,2.00,0.99,0.00
VG_copula,0.31,-0.64,0.31,-0.64,0.17,1.14,0.17,1.14,0.00
VG_copula,1.63,-0.64,1.63,-0.64,0.13,-0.33,0.13,-0.33,1.00
VG_copula,-0.19,0.15,-0.19,0.15,-1.21,0.55,-1.21,0.55,0.00
VG_copula,0.12,-0.97,0.12,-0.97,-1.85,-1.86,-1.85,-1.86,0.00
VG_copula,-0.44,-1.76,-0.44,-1.76,0.52,-0.11,0.52,-0.11,1.00
VG_copula,-0.29,-0.98,-0.29,-0.98,0.19,-0.48,0.19,-0.48,1.00
VG_copula,-0.94,-0.51,-0.94,-0.51,-0.49,1.66,-0.49,1.66,0.00
VG_copula,-0.34,-0.67,-0.34,-0.67,-0.93,1.81,-0.93,1.81,0.00
VG_copula,0.81,0.89,0.81,0.89,0.73,1.21,0.73,1.21,1.00
VG_copula,0.98,0.87,0.98,0.87,-1.95,-0.72,-1.95,-0.72,0.00
VG_copula,-0.18,-0.15,-0.18,-0.15,0.54,-0.08,0.54,-0.08,0.00
VG_copula,1.82,1.99,1.82,1.99,0.82,-0.93,0.82,-0.93,1.00
VG_copula,0.86,-0.43,0.86,-0.43,-0.99,0.91,-0.99,0.91,1.00
VG_copula,-1.88,1.32,-1.88,1.32,0.17,-0.98,0.17,-0.98,0.00
VG_copula,-1.99,-1.96,-1.99,-1.96,-0.74,0.89,-0.74,0.89,0.00
VG_copula,1.50,-0.97,1.50,-0.97,-1.10,0.48,-1.10,0.48,1.00
VG_copula,-2.00,0.77,-2.00,0.77,0.79,-0.72,0.79,-0.72,0.00
VG_copula,-0.99,-0.54,-0.99,-0.54,0.70,-0.98,0.70,-0.98,0.00
VG_copula,1.50,-0.41,1.50,-0.41,0.98,-0.29,0.98,-0.29,0.00
VG_copula,2.00,-1.99,2.00,-1.99,0.53,0.24,0.53,0.24,0.00
VG_copula,0.22,0.95,0.22,0.95,-0.53,0.88,-0.53,0.88,1.00
VG_copula,-0.96,0.94,-0.96,0.94,-0.48,-1.89,-0.48,-1.89,0.00
VG_copula,1.78,-0.64,1.78,-0.64,-0.84,-0.40,-0.84,-0.40,1.00
VG_copula,-1.73,1.34,-1.73,1.34,-0.01,-0.97,-0.01,-0.97,0.00
VG_copula,-0.88,0.59,-0.88,0.59,-0.64,-1.93,-0.64,-1.93,0.00
VG_copula,0.97,-0.30,0.97,-0.30,0.80,-1.29,0.80,-1.29,0.00
VG_copula,-1.37,0.71,-1.37,0.71,-0.91,0.82,-0.91,0.82,1.00
VG_copula,-0.89,1.16,-0.89,1.16,-0.90,-2.00,-0.90,-2.00,1.00
VG_copula,-0.44,-1.58,-0.44,-1.58,0.96,0.92,0.96,0.92,1.00
VG_copula,0.71,0.93,0.71,0.93,-0.97,-0.44,-0.97,-0.44,1.00
VG_copula,-1.26,-1.87,-1.26,-1.87,1.76,-0.05,1.76,-0.05,0.00
VG_copula,1.52,1.53,1.52,1.53,-1.60,2.00,-1.60,2.00,1.00
VG_copula,-0.91,0.98,-0.91,0.98,-0.62,0.87,-0.62,0.87,0.00
VG_copula,-0.51,-0.71,-0.51,-0.71,0.93,-1.00,0.93,-1.00,1.00
VG_copula,-0.98,0.99,-0.98,0.99,-1.12,0.72,-1.12,0.72,0.00
VG_copula,-1.48,-0.75,-1.48,-0.75,-0.08,-1.82,-0.08,-1.82,0.00
VG_copula,0.70,0.44,0.70,0.44,1.82,-1.83,1.82,-1.83,1.00
VG_copula,0.24,0.67,0.24,0.67,0.59,0.06,0.59,0.06,0.00
VG_copula,1.51,-1.71,1.51,-1.71,1.53,0.96,1.53,0.96,1.00
VG_copula,0.34,-1.96,0.34,-1.96,-0.01,-0.63,-0.01,-0.63,0.00
VG_copula,1.90,0.66,1.90,0.66,-2.00,1.11,-2.00,1.11,1.00
VG_copula,0.46,1.91,0.46,1.91,0.69,-0.34,0.69,-0.34,0.00
VG_copula,-1.63,-0.32,-1.63,-0.32,1.75,-0.95,1.75,-0.95,1.00
VG_copula,-0.02,-0.99,-0.02,-0.99,-1.35,-0.93,-1.35,-0.93,0.00
VG_copula,0.70,0.27,0.70,0.27,-2.00,-0.53,-2.00,-0.53,1.00
VG_copula,-0.61,-0.67,-0.61,-0.67,0.94,0.39,0.94,0.39,0.00
VG_copula,0.25,1.00,0.25,1.00,-1.94,-1.55,-1.94,-1.55,0.00
VG_copula,-1.19,0.27,-1.19,0.27,-0.50,-0.98,-0.50,-0.98,1.00
VG_copula,1.68,1.81,1.68,1.81,0.74,0.46,0.74,0.46,0.00
VG_copula,-0.22,-1.00,-0.22,-1.00,-0.67,0.72,-0.67,0.72,0.00
VG_copula,-0.89,0.98,-0.89,0.98,1.77,-0.40,1.77,-0.40,0.00
VG_copula,-0.03,2.00,-0.03,2.00,1.99,1.37,1.99,1.37,0.00
VG_copula,1.99,-0.16,1.99,-0.16,-1.98,-0.75,-1.98,-0.75,1.00
VG_copula,1.96,1.86,1.96,1.86,-0.93,1.00,-0.93,1.00,1.00
VG_copula,-1.15,-0.98,-1.15,-0.98,0.09,-1.85,0.09,-1.85,1.00
VG_copula,1.58,1.98,1.58,1.98,0.09,-0.63,0.09,-0.63,1.00
VG_copula,0.79,0.28,0.79,0.28,0.98,0.93,0.98,0.93,0.00
VG_copula,0.82,0.52,0.82,0.52,0.57,-0.61,0.57,-0.61,1.00
VG_copula,0.97,-0.43,0.97,-0.43,-1.97,-0.56,-1.97,-0.56,1.00
VG_copula,0.47,0.20,0.47,0.20,1.04,1.12,1.04,1.12,0.00
VG_copula,1.14,1.31,1.14,1.31,-1.03,-0.62,-1.03,-0.62,0.00
VG_copula,0.99,-0.74,0.99,-0.74,-0.88,1.67,-0.88,1.67,1.00
VG_copula,0.34,-0.74,0.34,-0.74,0.80,-0.99,0.80,-0.99,0.00
VG_copula,-0.87,0.72,-0.87,0.72,-0.49,0.87,-0.49,0.87,0.00
VG_copula,0.03,-1.51,0.03,-1.51,0.91,-0.36,0.91,-0.36,0.00
VG_copula,0.85,-1.57,0.85,-1.57,1.90,1.59,1.90,1.59,1.00
VG_copula,-0.99,1.87,-0.99,1.87,-0.99,-1.00,-0.99,-1.00,0.00
VG_copula,-0.23,0.68,-0.23,0.68,0.74,0.07,0.74,0.07,0.00
VG_copula,-0.61,0.57,-0.61,0.57,-0.36,-1.30,-0.36,-1.30,0.00
VG_copula,1.51,1.15,1.51,1.15,-0.99,-0.72,-0.99,-0.72,1.00
VG_copula,-0.59,-1.91,-0.59,-1.91,-0.95,-0.48,-0.95,-0.48,1.00
VG_copula,-0.28,-1.64,-0.28,-1.64,-0.11,-1.78,-0.11,-1.78,1.00
VG_copula,-0.14,-0.93,-0.14,-0.93,1.20,-0.92,1.20,-0.92,0.00
VG_copula,0.25,-0.72,0.25,-0.72,-1.07,-0.75,-1.07,-0.75,1.00
VG_copula,-1.06,1.46,-1.06,1.46,0.65,-0.04,0.65,-0.04,0.00
VG_copula,0.25,-0.44,0.25,-0.44,0.94,-0.41,0.94,-0.41,0.00
VG_copula,-0.83,-1.99,-0.83,-1.99,0.29,1.79,0.29,1.79,1.00
VG_copula,2.00,1.87,2.00,1.87,0.38,-1.90,0.38,-1.90,1.00
VG_copula,-0.81,-0.82,-0.81,-0.82,-0.97,1.61,-0.97,1.61,1.00
VG_copula,1.68,0.53,1.68,0.53,1.49,-0.63,1.49,-0.63,1.00
VG_copula,-0.72,-0.96,-0.72,-0.96,-0.56,1.96,-0.56,1.96,1.00
VG_copula,0.74,1.82,0.74,1.82,-0.50,-0.50,-0.50,-0.50,0.00
VG_copula,-1.00,1.10,-1.00,1.10,-1.42,-0.52,-1.42,-0.52,0.00
VG_copula,0.95,0.61,0.95,0.61,0.92,0.95,0.92,0.95,0.00
VG_copula,-0.69,-0.76,-0.69,-0.76,-0.32,1.00,-0.32,1.00,1.00
VG_copula,1.89,1.00,1.89,1.00,-1.32,1.36,-1.32,1.36,1.00
VG_copula,0.84,0.52,0.84,0.52,-0.54,0.09,-0.54,0.09,1.00
VG_copula,0.76,-0.81,0.76,-0.81,0.70,1.48,0.70,1.48,0.00
VG_copula,-1.00,-0.29,-1.00,-0.29,-1.81,-0.44,-1.81,-0.44,1.00
VG_copula,0.13,0.89,0.13,0.89,-0.98,-0.63,-0.98,-0.63,0.00
VG_copula,1.52,2.00,1.52,2.00,-1.42,-0.70,-1.42,-0.70,1.00
VG_copula,0.85,1.44,0.85,1.44,-1.00,-0.15,-1.00,-0.15,0.00
VG_copula,-0.61,-1.90,-0.61,-1.90,1.77,-0.63,1.77,-0.63,1.00
VG_copula,-0.17,1.16,-0.17,1.16,-1.32,-1.98,-1.32,-1.98,1.00
VG_copula,-0.68,-0.80,-0.68,-0.80,0.94,0.06,0.94,0.06,1.00
VG_copula,-1.10,-1.64,-1.10,-1.64,0.98,1.38,0.98,1.38,0.00
VG_copula,0.51,-0.48,0.51,-0.48,0.38,0.68,0.38,0.68,0.00
VG_copula,-1.96,-1.90,-1.96,-1.90,0.71,-0.81,0.71,-0.81,0.00
VG_copula,-0.51,-0.87,-0.51,-0.87,0.38,-0.99,0.38,-0.99,1.00
VG_copula,-1.72,-1.75,-1.72,-1.75,0.49,0.93,0.49,0.93,1.00
VG_copula,0.84,0.64,0.84,0.64,-0.99,1.32,-0.99,1.32,1.00
VG_copula,-0.03,-0.98,-0.03,-0.98,0.83,1.66,0.83,1.66,1.00
VG_copula,-0.61,-0.70,-0.61,-0.70,0.91,0.60,0.91,0.60,1.00
VG_copula,-0.49,0.53,-0.49,0.53,1.11,0.70,1.11,0.70,1.00
VG_copula,0.74,2.00,0.74,2.00,-1.66,0.16,-1.66,0.16,0.00
VG_copula,0.99,0.40,0.99,0.40,0.90,-2.00,0.90,-2.00,1.00
VG_copula,1.32,0.98,1.32,0.98,1.49,-0.75,1.49,-0.75,0.00
VG_copula,-1.87,-0.64,-1.87,-0.64,-0.46,-0.88,-0.46,-0.88,1.00
VG_copula,-0.59,0.67,-0.59,0.67,1.84,0.03,1.84,0.03,0.00
VG_copula,1.52,-1.32,1.52,-1.32,-0.77,0.70,-0.77,0.70,0.00
VG_copula,-0.27,-0.81,-0.27,-0.81,-0.26,-0.97,-0.26,-0.97,0.00
VG_copula,0.99,1.90,0.99,1.90,0.21,0.09,0.21,0.09,1.00
VG_copula,1.22,1.69,1.22,1.69,-0.78,0.98,-0.78,0.98,0.00
VG_copula,0.30,0.16,0.30,0.16,1.00,-0.87,1.00,-0.87,0.00
VG_copula,0.34,1.14,0.34,1.14,0.58,1.99,0.58,1.99,1.00
VG_copula,0.34,0.40,0.34,0.40,-1.01,0.09,-1.01,0.09,0.00
VG_copula,-0.67,1.29,-0.67,1.29,-1.75,0.87,-1.75,0.87,1.00
VG_copula,-0.95,-0.27,-0.95,-0.27,0.09,-1.83,0.09,-1.83,0.00
VG_copula,-0.29,0.52,-0.29,0.52,0.97,-0.60,0.97,-0.60,1.00
VG_copula,1.77,0.99,1.77,0.99,-0.34,0.46,-0.34,0.46,1.00
VG_copula,-0.96,-0.15,-0.96,-0.15,-0.25,-1.01,-0.25,-1.01,0.00
VG_copula,0.66,-0.98,0.66,-0.98,0.90,0.67,0.90,0.67,0.00
VG_copula,-0.02,1.16,-0.02,1.16,-1.41,-1.29,-1.41,-1.29,0.00
VG_copula,-0.83,0.90,-0.83,0.90,-0.76,-0.97,-0.76,-0.97,0.00
VG_copula,1.62,0.50,1.62,0.50,0.47,0.99,0.47,0.99,1.00
VG_copula,0.85,0.76,0.85,0.76,-0.14,-1.56,-0.14,-1.56,0.00
VG_copula,-0.20,0.93,-0.20,0.93,0.74,-1.30,0.74,-1.30,0.00
VG_copula,0.85,1.35,0.85,1.35,0.86,-0.19,0.86,-0.19,0.00
VG_copula,1.88,-0.83,1.88,-0.83,0.92,0.83,0.92,0.83,1.00
VG_copula,-0.70,0.16,-0.70,0.16,-1.95,1.88,-1.95,1.88,1.00
VG_copula,1.11,0.98,1.11,0.98,-0.58,1.83,-0.58,1.83,1.00
VG_copula,-0.70,-1.92,-0.70,-1.92,0.50,-1.35,0.50,-1.35,0.00
VG_copula,-1.39,0.33,-1.39,0.33,1.44,0.48,1.44,0.48,1.00
VG_copula,0.21,-0.87,0.21,-0.87,-1.12,0.67,-1.12,0.67,1.00
VG_copula,-0.04,-1.84,-0.04,-1.84,-1.90,-0.33,-1.90,-0.33,0.00
VG_copula,-1.52,-0.99,-1.52,-0.99,2.00,1.99,2.00,1.99,1.00
VG_copula,0.99,0.97,0.99,0.97,-1.42,-1.60,-1.42,-1.60,0.00
VG_copula,1.63,-0.91,1.63,-0.91,-0.99,-1.99,-0.99,-1.99,1.00
VG_copula,-0.61,-0.54,-0.61,-0.54,-0.51,0.20,-0.51,0.20,0.00
VG_copula,-0.82,0.58,-0.82,0.58,0.08,-0.96,0.08,-0.96,0.00
VG_copula,0.99,1.15,0.99,1.15,0.03,1.99,0.03,1.99,1.00
VG_copula,0.40,-1.75,0.40,-1.75,-1.15,0.62,-1.15,0.62,0.00
VG_copula,1.30,-0.43,1.30,-0.43,-0.91,0.71,-0.91,0.71,1.00
VG_copula,-0.18,-0.99,-0.18,-0.99,-0.73,0.47,-0.73,0.47,1.00
VG_copula,-0.71,0.15,-0.71,0.15,0.80,-0.22,0.80,-0.22,0.68
VG_copula,-0.21,1.78,-0.21,1.78,0.92,-0.11,0.92,-0.11,0.00
VG_copula,-0.24,0.00,-0.24,0.00,0.90,0.92,0.90,0.92,1.00
VG_copula,-0.96,-0.50,-0.96,-0.50,0.52,-1.00,0.52,-1.00,0.00
VG_copula,-0.21,1.73,-0.21,1.73,0.79,-0.17,0.79,-0.17,1.00
VG_copula,-0.73,1.14,-0.73,1.14,-0.98,1.37,-0.98,1.37,1.00
VG_copula,0.97,0.98,0.97,0.98,0.71,0.68,0.71,0.68,0.00
VG_copula,-0.76,-1.22,-0.76,-1.22,-0.49,1.13,-0.49,1.13,1.00
VG_copula,1.64,0.42,1.64,0.42,1.40,0.88,1.40,0.88,1.00
VG_copula,0.07,0.97,0.07,0.97,1.52,-1.55,1.52,-1.55,0.00
VG_copula,0.83,0.08,0.83,0.08,-1.36,-0.08,-1.36,-0.08,1.00
VG_copula,0.68,-0.67,0.68,-0.67,1.00,1.87,1.00,1.87,0.00
VG_copula,0.69,-0.82,0.69,-0.82,-1.00,-0.04,-1.00,-0.04,0.00
VG_copula,1.51,1.94,1.51,1.94,-0.85,-0.96,-0.85,-0.96,1.00
VG_copula,-1.46,1.98,-1.46,1.98,-0.73,-0.98,-0.73,-0.98,1.00
VG_copula,-0.99,0.15,-0.99,0.15,0.51,-0.99,0.51,-0.99,1.00
VG_copula,1.36,-1.80,1.36,-1.80,-2.00,0.68,-2.00,0.68,1.00
VG_copula,0.84,-0.76,0.84,-0.76,0.37,0.82,0.37,0.82,0.00
VG_copula,-0.51,0.97,-0.51,0.97,0.87,0.36,0.87,0.36,0.00
VG_copula,1.51,0.79,1.51,0.79,-0.06,-0.33,-0.06,-0.33,1.00
VG_copula,-0.98,0.59,-0.98,0.59,-1.16,0.64,-1.16,0.64,0.00
VG_copula,-0.98,-0.61,-0.98,-0.61,0.08,-1.30,0.08,-1.30,1.00
VG_copula,0.34,-0.93,0.34,-0.93,0.85,0.09,0.85,0.09,0.00
VG_copula,0.69,0.00,0.69,0.00,1.02,0.08,1.02,0.08,0.00
VG_copula,-0.17,0.85,-0.17,0.85,-0.02,-0.43,-0.02,-0.43,0.00
VG_copula,0.71,0.27,0.71,0.27,-0.92,1.02,-0.92,1.02,1.00
VG_copula,-0.28,-1.95,-0.28,-1.95,-1.75,-0.44,-1.75,-0.44,1.00
VG_copula,1.78,0.94,1.78,0.94,0.31,-0.62,0.31,-0.62,1.00
VG_copula,-0.96,-0.89,-0.96,-0.89,-0.89,0.09,-0.89,0.09,0.00
VG_copula,-0.65,0.44,-0.65,0.44,-1.90,-0.92,-1.90,-0.92,1.00
VG_copula,1.37,-0.68,1.37,-0.68,-0.67,1.73,-0.67,1.73,0.00
VG_copula,0.98,0.97,0.98,0.97,0.16,-0.97,0.16,-0.97,0.00
VG_copula,-0.98,0.55,-0.98,0.55,-1.05,-0.96,-1.05,-0.96,0.00
VG_copula,0.25,-1.95,0.25,-1.95,-1.42,0.76,-1.42,0.76,1.00
VG_copula,-0.97,-0.14,-0.97,-0.14,0.91,1.00,0.91,1.00,1.00
VG_copula,0.39,-0.97,0.39,-0.97,1.97,0.05,1.97,0.05,0.00
VG_copula,-0.57,0.53,-0.57,0.53,0.94,-0.76,0.94,-0.76,1.00
VG_copula,0.86,1.98,0.86,1.98,-1.98,-1.64,-1.98,-1.64,0.00
VG_copula,0.69,1.33,0.69,1.33,1.71,1.62,1.71,1.62,1.00
VG_copula,-0.71,-1.27,-0.71,-1.27,-0.66,-0.65,-0.66,-0.65,1.00
VG_copula,1.94,0.71,1.94,0.71,1.66,1.87,1.66,1.87,1.00
VG_copula,0.88,-0.92,0.88,-0.92,-0.13,0.55,-0.13,0.55,1.00
VG_copula,-0.60,-0.96,-0.60,-0.96,0.98,-1.21,0.98,-1.21,0.00
VG_copula,-0.13,0.94,-0.13,0.94,0.12,0.24,0.12,0.24,0.00
VG_copula,1.57,0.52,1.57,0.52,-0.34,1.45,-0.34,1.45,1.00
VG_copula,0.69,0.24,0.69,0.24,-0.76,-0.75,-0.76,-0.75,0.00
VG_copula,-0.48,0.55,-0.48,0.55,-1.20,-1.90,-1.20,-1.90,1.00
VG_copula,0.84,2.00,0.84,2.00,0.89,-0.97,0.89,-0.97,1.00
VG_copula,-1.38,0.34,-1.38,0.34,0.18,-0.02,0.18,-0.02,1.00
VG_copula,-0.61,-0.53,-0.61,-0.53,-0.76,-0.71,-0.76,-0.71,0.00
VG_copula,-0.77,0.40,-0.77,0.40,-1.10,1.45,-1.10,1.45,1.00
VG_copula,0.97,2.00,0.97,2.00,0.37,-1.72,0.37,-1.72,1.00
VG_copula,1.90,-0.62,1.90,-0.62,2.00,0.88,2.00,0.88,0.00
VG_copula,0.58,-0.13,0.58,-0.13,1.07,1.77,1.07,1.77,0.00
VG_copula,-0.70,0.12,-0.70,0.12,0.62,1.96,0.62,1.96,0.00
VG_copula,-0.23,-0.56,-0.23,-0.56,-0.60,0.09,-0.60,0.09,0.00
VG_copula,0.82,0.01,0.82,0.01,-0.44,-0.21,-0.44,-0.21,1.00
VG_copula,-0.17,-0.42,-0.17,-0.42,-1.97,-0.03,-1.97,-0.03,1.00
VG_copula,0.47,-1.37,0.47,-1.37,2.00,-0.44,2.00,-0.44,0.00
VG_copula,-0.17,0.02,-0.17,0.02,0.97,-0.96,0.97,-0.96,1.00
VG_copula,-0.78,-0.42,-0.78,-0.42,1.52,-0.92,1.52,-0.92,0.00
VG_copula,-0.74,2.00,-0.74,2.00,0.29,-1.95,0.29,-1.95,0.00
VG_copula,0.24,-0.74,0.24,-0.74,-1.84,-1.00,-1.84,-1.00,1.00
